customer_id,name,email,age,gender,city,registration_date
CUST_0128,Arjun Singh,arjun.singh128@email.com,57,M,Delhi,2022-12-12
CUST_0129,Aanya Desai,aanya.desai129@email.com,60,M,Thane,2022-09-06
CUST_0130,Myra Gupta,myra.gupta130@email.com,31,F,Hyderabad,2022-06-26
CUST_0131,Vihaan Gupta,vihaan.gupta131@email.com,61,F,Visakhapatnam,2022-09-27
CUST_0132,Vivaan Patel,vivaan.patel132@email.com,43,F,Delhi,2022-01-04
CUST_0133,Diya Patel,diya.patel133@email.com,26,M,Jaipur,2022-05-29
CUST_0134,Vihaan Sharma,vihaan.sharma134@email.com,49,F,Thane,2022-03-31
CUST_0135,Navya Shah,navya.shah135@email.com,63,M,Ahmedabad,2022-09-14
CUST_0136,Aditya Nair,aditya.nair136@email.com,65,F,Delhi,2022-08-12
CUST_0137,Ira Iyer,ira.iyer137@email.com,22,M,Kanpur,2022-10-22
CUST_0138,Navya Rao,navya.rao138@email.com,58,F,Thane,2022-05-29
CUST_0139,Navya Sharma,navya.sharma139@email.com,38,M,Kolkata,2023-02-15
CUST_0140,Ananya Kumar,ananya.kumar140@email.com,45,F,Hyderabad,2022-05-05
CUST_0141,Navya Shah,navya.shah141@email.com,23,F,Indore,2023-03-22
CUST_0142,Saanvi Patel,saanvi.patel142@email.com,39,F,Kolkata,2022-02-09
CUST_0143,Amir Iyer,amir.iyer143@email.com,40,M,Nagpur,2023-01-08
CUST_0144,Ayaan Kumar,ayaan.kumar144@email.com,27,M,Jaipur,2022-04-12
CUST_0145,Arjun Malhotra,arjun.malhotra145@email.com,59,M,Bangalore,2022-04-01
CUST_0146,Ira Malhotra,ira.malhotra146@email.com,54,F,Bhopal,2022-12-15
CUST_0147,Saanvi Singh,saanvi.singh147@email.com,46,F,Bangalore,2022-08-29
CUST_0148,Diya Malhotra,diya.malhotra148@email.com,35,F,Delhi,2022-06-30
CUST_0149,Diya Desai,diya.desai149@email.com,46,M,Delhi,2022-01-30
CUST_0150,Diya Kumar,diya.kumar150@email.com,59,F,Bangalore,2022-11-11
CUST_0151,Ira Mehta,ira.mehta151@email.com,53,F,Delhi,2022-08-19
CUST_0152,Saanvi Mehta,saanvi.mehta152@email.com,48,M,Chennai,2023-05-06
CUST_0153,Ira Kumar,ira.kumar153@email.com,39,M,Bangalore,2022-09-16
CUST_0154,Vivaan Patel,vivaan.patel154@email.com,63,M,Bhopal,2022-08-13
CUST_0155,Ananya Reddy,ananya.reddy155@email.com,36,M,Indore,2022-07-29
CUST_0156,Vivaan Malhotra,vivaan.malhotra156@email.com,58,F,Kanpur,2022-02-03
CUST_0157,Vihaan Shah,vihaan.shah157@email.com,61,F,Indore,2022-05-26
CUST_0158,Arjun Reddy,arjun.reddy158@email.com,23,F,Chennai,2023-04-15
CUST_0159,Diya Joshi,diya.joshi159@email.com,62,F,Indore,2022-03-08
CUST_0160,Diya Shah,diya.shah160@email.com,42,M,Kanpur,2023-02-21
CUST_0161,Aditya Joshi,aditya.joshi161@email.com,60,M,Thane,2022-09-18
CUST_0162,Aarav Reddy,aarav.reddy162@email.com,37,F,Kolkata,2023-05-02
CUST_0163,Saanvi Malhotra,saanvi.malhotra163@email.com,49,M,Pune,2022-04-26
CUST_0164,Arjun Kumar,arjun.kumar164@email.com,36,M,Hyderabad,2022-09-17
CUST_0165,Saanvi Iyer,saanvi.iyer165@email.com,57,M,Chennai,2022-11-02
CUST_0166,Arjun Singh,arjun.singh166@email.com,29,F,Kolkata,2023-01-05
CUST_0167,Vivaan Nair,vivaan.nair167@email.com,41,F,Ahmedabad,2023-05-12
CUST_0168,Diya Malhotra,diya.malhotra168@email.com,65,F,Bhopal,2022-04-30
CUST_0169,Diya Malhotra,diya.malhotra169@email.com,48,M,Pune,2022-07-08
CUST_0170,Ira Malhotra,ira.malhotra170@email.com,36,F,Indore,2022-09-15
CUST_0171,Sai Agarwal,sai.agarwal171@email.com,30,F,Chennai,2023-03-23
CUST_0172,Vivaan Joshi,vivaan.joshi172@email.com,48,F,Nagpur,2022-10-11
CUST_0173,Vihaan Gupta,vihaan.gupta173@email.com,23,M,Kolkata,2022-05-20
CUST_0174,Arjun Agarwal,arjun.agarwal174@email.com,45,F,Bangalore,2023-04-30
CUST_0175,Ira Iyer,ira.iyer175@email.com,40,M,Mumbai,2022-08-01
CUST_0176,Navya Shah,navya.shah176@email.com,41,M,Ahmedabad,2022-07-17
CUST_0177,Ananya Patel,ananya.patel177@email.com,19,M,Kanpur,2023-04-22
CUST_0178,Saanvi Malhotra,saanvi.malhotra178@email.com,27,M,Chennai,2022-01-20
CUST_0179,Sara Rao,sara.rao179@email.com,26,F,Visakhapatnam,2022-08-18
CUST_0180,Aditya Sharma,aditya.sharma180@email.com,34,M,Pune,2023-03-04
CUST_0181,Myra Kumar,myra.kumar181@email.com,36,M,Ahmedabad,2022-06-04
CUST_0182,Vivaan Patel,vivaan.patel182@email.com,44,M,Bhopal,2022-02-02
CUST_0183,Sara Mehta,sara.mehta183@email.com,52,M,Mumbai,2022-11-20
CUST_0184,Arjun Gupta,arjun.gupta184@email.com,45,M,Mumbai,2022-11-11
CUST_0185,Ayaan Mehta,ayaan.mehta185@email.com,44,F,Kolkata,2022-12-07
CUST_0186,Ananya Kumar,ananya.kumar186@email.com,51,M,Mumbai,2022-07-19
CUST_0187,Vivaan Joshi,vivaan.joshi187@email.com,42,F,Nagpur,2022-05-10
CUST_0188,Ananya Malhotra,ananya.malhotra188@email.com,22,M,Nagpur,2022-05-04
CUST_0189,Saanvi Singh,saanvi.singh189@email.com,20,M,Nagpur,2022-10-07
CUST_0190,Sai Agarwal,sai.agarwal190@email.com,61,F,Bhopal,2022-12-23
CUST_0191,Sai Malhotra,sai.malhotra191@email.com,26,F,Bangalore,2023-01-02
CUST_0192,Vivaan Gupta,vivaan.gupta192@email.com,30,F,Delhi,2023-02-10
CUST_0193,Vivaan Reddy,vivaan.reddy193@email.com,37,M,Indore,2023-02-22
CUST_0194,Aanya Sharma,aanya.sharma194@email.com,59,F,Pune,2022-05-27
CUST_0195,Vivaan Agarwal,vivaan.agarwal195@email.com,59,F,Kanpur,2022-05-20
CUST_0196,Ananya Nair,ananya.nair196@email.com,43,M,Bhopal,2023-04-04
CUST_0197,Saanvi Singh,saanvi.singh197@email.com,49,F,Visakhapatnam,2022-07-08
CUST_0198,Aditya Rao,aditya.rao198@email.com,45,F,Bangalore,2022-08-09
CUST_0199,Diya Reddy,diya.reddy199@email.com,24,M,Bangalore,2022-06-17
CUST_0200,Diya Desai,diya.desai200@email.com,56,F,Thane,2022-03-27
CUST_0201,Ananya Desai,ananya.desai201@email.com,20,F,Nagpur,2022-11-11
CUST_0202,Aanya Joshi,aanya.joshi202@email.com,21,F,Bangalore,2022-12-10
CUST_0203,Ananya Shah,ananya.shah203@email.com,65,F,Kolkata,2023-05-03
CUST_0204,Arjun Agarwal,arjun.agarwal204@email.com,56,M,Bhopal,2022-01-18
CUST_0205,Aditya Patel,aditya.patel205@email.com,59,M,Nagpur,2022-07-05
CUST_0206,Vivaan Mehta,vivaan.mehta206@email.com,27,F,Bhopal,2023-05-01
CUST_0207,Ananya Desai,ananya.desai207@email.com,22,F,Chennai,2022-09-29
CUST_0208,Navya Reddy,navya.reddy208@email.com,59,F,Jaipur,2022-05-08
CUST_0209,Aarav Rao,aarav.rao209@email.com,29,M,Visakhapatnam,2022-09-23
CUST_0210,Vihaan Gupta,vihaan.gupta210@email.com,34,F,Bhopal,2022-04-20
CUST_0211,Sara Patel,sara.patel211@email.com,25,F,Chennai,2023-03-13
CUST_0212,Ira Singh,ira.singh212@email.com,63,M,Bhopal,2022-02-14
CUST_0213,Ananya Rao,ananya.rao213@email.com,22,F,Lucknow,2023-04-02
CUST_0214,Sai Rao,sai.rao214@email.com,63,F,Kolkata,2023-02-11
CUST_0215,Ayaan Kumar,ayaan.kumar215@email.com,30,F,Chennai,2022-05-02
CUST_0216,Aarav Reddy,aarav.reddy216@email.com,53,F,Nagpur,2022-08-28
CUST_0217,Aditya Kumar,aditya.kumar217@email.com,37,M,Indore,2023-01-03
CUST_0218,Myra Malhotra,myra.malhotra218@email.com,44,F,Bangalore,2022-03-06
CUST_0219,Aditya Desai,aditya.desai219@email.com,47,F,Nagpur,2022-03-07
CUST_0220,Arjun Nair,arjun.nair220@email.com,50,M,Delhi,2023-03-02
CUST_0221,Arjun Gupta,arjun.gupta221@email.com,28,M,Kolkata,2022-06-15
CUST_0222,Ananya Shah,ananya.shah222@email.com,36,M,Bangalore,2022-05-09
CUST_0223,Aanya Singh,aanya.singh223@email.com,58,M,Lucknow,2022-11-11
CUST_0224,Sai Mehta,sai.mehta224@email.com,55,M,Chennai,2022-03-29
CUST_0225,Vivaan Agarwal,vivaan.agarwal225@email.com,19,F,Bangalore,2022-01-24
CUST_0226,Amir Malhotra,amir.malhotra226@email.com,54,F,Thane,2022-11-13
CUST_0227,Sara Iyer,sara.iyer227@email.com,58,M,Lucknow,2022-11-25
CUST_0228,Sara Patel,sara.patel228@email.com,61,F,Indore,2022-06-02
CUST_0229,Aditya Rao,aditya.rao229@email.com,21,F,Kolkata,2022-08-14
CUST_0230,Sara Desai,sara.desai230@email.com,31,F,Kanpur,2022-11-07
CUST_0231,Saanvi Agarwal,saanvi.agarwal231@email.com,63,M,Kanpur,2023-01-11
CUST_0232,Navya Singh,navya.singh232@email.com,41,F,Hyderabad,2022-06-13
CUST_0233,Ira Kumar,ira.kumar233@email.com,35,M,Bhopal,2022-05-07
CUST_0234,Vihaan Sharma,vihaan.sharma234@email.com,36,M,Indore,2023-03-19
CUST_0235,Ayaan Agarwal,ayaan.agarwal235@email.com,28,F,Kanpur,2023-04-24
CUST_0236,Amir Malhotra,amir.malhotra236@email.com,28,F,Visakhapatnam,2022-09-21
CUST_0237,Sara Iyer,sara.iyer237@email.com,37,F,Visakhapatnam,2022-01-12
CUST_0238,Navya Shah,navya.shah238@email.com,47,M,Ahmedabad,2022-04-21
CUST_0239,Vivaan Sharma,vivaan.sharma239@email.com,36,F,Visakhapatnam,2022-11-02
CUST_0240,Diya Shah,diya.shah240@email.com,18,F,Hyderabad,2022-08-09
CUST_0241,Aanya Rao,aanya.rao241@email.com,41,M,Indore,2022-07-07
CUST_0242,Navya Sharma,navya.sharma242@email.com,54,M,Pune,2022-07-05
CUST_0243,Aditya Nair,aditya.nair243@email.com,50,F,Bhopal,2023-01-27
CUST_0244,Vihaan Singh,vihaan.singh244@email.com,24,F,Indore,2022-07-11
CUST_0245,Ananya Malhotra,ananya.malhotra245@email.com,27,F,Pune,2022-11-05
CUST_0246,Vivaan Sharma,vivaan.sharma246@email.com,20,F,Chennai,2023-01-01
CUST_0247,Sara Shah,sara.shah247@email.com,47,F,Chennai,2022-11-07
CUST_0248,Saanvi Iyer,saanvi.iyer248@email.com,57,M,Kanpur,2022-03-25
CUST_0249,Diya Mehta,diya.mehta249@email.com,39,F,Visakhapatnam,2022-12-29
CUST_0250,Sara Agarwal,sara.agarwal250@email.com,19,F,Nagpur,2022-06-19
CUST_0251,Myra Mehta,myra.mehta251@email.com,37,M,Mumbai,2022-11-02
CUST_0252,Aanya Joshi,aanya.joshi252@email.com,55,F,Ahmedabad,2023-01-05
CUST_0253,Sara Singh,sara.singh253@email.com,51,M,Indore,2022-03-17
CUST_0254,Vivaan Mehta,vivaan.mehta254@email.com,62,M,Hyderabad,2022-04-08
CUST_0255,Ira Reddy,ira.reddy255@email.com,44,M,Chennai,2022-07-31
CUST_0256,Myra Shah,myra.shah256@email.com,57,M,Visakhapatnam,2023-03-23
CUST_0257,Arjun Shah,arjun.shah257@email.com,31,M,Kanpur,2022-12-06
CUST_0258,Navya Reddy,navya.reddy258@email.com,29,F,Bhopal,2023-04-13
CUST_0259,Ananya Joshi,ananya.joshi259@email.com,64,F,Jaipur,2022-11-09
CUST_0260,Amir Patel,amir.patel260@email.com,35,F,Lucknow,2022-04-26
CUST_0261,Diya Rao,diya.rao261@email.com,31,F,Visakhapatnam,2022-06-12
CUST_0262,Ananya Shah,ananya.shah262@email.com,64,F,Jaipur,2022-05-28
CUST_0263,Navya Iyer,navya.iyer263@email.com,43,M,Nagpur,2023-05-04
CUST_0264,Diya Sharma,diya.sharma264@email.com,36,M,Bangalore,2022-06-27
CUST_0265,Aanya Rao,aanya.rao265@email.com,48,F,Pune,2022-04-14
CUST_0266,Aanya Singh,aanya.singh266@email.com,24,F,Ahmedabad,2022-05-05
CUST_0267,Ayaan Joshi,ayaan.joshi267@email.com,32,M,Delhi,2022-02-21
CUST_0268,Saanvi Rao,saanvi.rao268@email.com,48,F,Hyderabad,2022-12-15
CUST_0269,Aarav Shah,aarav.shah269@email.com,28,M,Thane,2022-12-01
CUST_0270,Sara Joshi,sara.joshi270@email.com,30,F,Lucknow,2022-06-14
CUST_0271,Vivaan Iyer,vivaan.iyer271@email.com,23,F,Ahmedabad,2022-10-01
CUST_0272,Sai Nair,sai.nair272@email.com,29,M,Delhi,2023-03-05
CUST_0273,Sara Singh,sara.singh273@email.com,65,F,Lucknow,2023-03-25
CUST_0274,Aarav Gupta,aarav.gupta274@email.com,54,M,Hyderabad,2023-04-21
CUST_0275,Diya Desai,diya.desai275@email.com,59,F,Visakhapatnam,2023-04-01
CUST_0276,Ira Gupta,ira.gupta276@email.com,30,M,Hyderabad,2022-06-19
CUST_0277,Ira Joshi,ira.joshi277@email.com,34,M,Kolkata,2022-01-08
CUST_0278,Diya Mehta,diya.mehta278@email.com,61,F,Pune,2022-03-31
CUST_0279,Myra Shah,myra.shah279@email.com,38,F,Bangalore,2022-07-25
CUST_0280,Sai Singh,sai.singh280@email.com,48,M,Kanpur,2023-04-25
CUST_0281,Aarav Gupta,aarav.gupta281@email.com,42,M,Ahmedabad,2022-08-17
CUST_0282,Saanvi Gupta,saanvi.gupta282@email.com,55,F,Mumbai,2022-05-14
CUST_0283,Ayaan Sharma,ayaan.sharma283@email.com,60,F,Hyderabad,2022-08-27
CUST_0284,Sai Nair,sai.nair284@email.com,61,F,Lucknow,2022-12-20
CUST_0285,Diya Reddy,diya.reddy285@email.com,57,M,Ahmedabad,2022-04-23
CUST_0286,Sara Singh,sara.singh286@email.com,47,M,Nagpur,2022-08-01
CUST_0287,Amir Malhotra,amir.malhotra287@email.com,33,F,Bangalore,2022-09-27
CUST_0288,Ananya Kumar,ananya.kumar288@email.com,54,F,Hyderabad,2022-02-01
CUST_0289,Arjun Singh,arjun.singh289@email.com,38,M,Bhopal,2022-03-01
CUST_0290,Sara Kumar,sara.kumar290@email.com,50,M,Bhopal,2023-02-19
CUST_0291,Ira Singh,ira.singh291@email.com,50,M,Thane,2022-08-22
CUST_0292,Ira Joshi,ira.joshi292@email.com,37,M,Mumbai,2022-07-22
CUST_0293,Aarav Rao,aarav.rao293@email.com,31,F,Bangalore,2022-01-24
CUST_0294,Ananya Rao,ananya.rao294@email.com,22,F,Delhi,2023-04-24
CUST_0295,Sara Sharma,sara.sharma295@email.com,36,M,Thane,2022-04-03
CUST_0296,Myra Reddy,myra.reddy296@email.com,42,M,Bhopal,2023-03-22
CUST_0297,Navya Kumar,navya.kumar297@email.com,61,F,Chennai,2022-12-01
CUST_0298,Vihaan Singh,vihaan.singh298@email.com,52,F,Indore,2022-09-28
CUST_0299,Ayaan Agarwal,ayaan.agarwal299@email.com,18,M,Mumbai,2023-05-16
CUST_0300,Ira Joshi,ira.joshi300@email.com,64,F,Thane,2022-09-30
CUST_0301,Ayaan Patel,ayaan.patel301@email.com,47,F,Nagpur,2022-03-21
CUST_0302,Amir Iyer,amir.iyer302@email.com,64,F,Hyderabad,2022-01-17
CUST_0303,Aarav Patel,aarav.patel303@email.com,31,F,Bangalore,2022-02-21
CUST_0304,Ira Mehta,ira.mehta304@email.com,61,M,Delhi,2022-05-06
CUST_0305,Navya Desai,navya.desai305@email.com,32,M,Pune,2023-01-22
CUST_0306,Arjun Shah,arjun.shah306@email.com,36,M,Ahmedabad,2023-02-22
CUST_0307,Saanvi Patel,saanvi.patel307@email.com,37,F,Chennai,2022-12-05
CUST_0308,Myra Gupta,myra.gupta308@email.com,35,M,Delhi,2022-10-13
CUST_0309,Myra Shah,myra.shah309@email.com,49,M,Delhi,2023-05-13
CUST_0310,Navya Malhotra,navya.malhotra310@email.com,51,F,Kanpur,2022-12-23
